sentence,label
the thing that i i then again i i tried pulling the trailer one year and i went everywhere with the trailer like to beaches and to stuff but that got to be a hassle you know breaking down and setting up and breaking down so i decided that,1
It wasn't just the inexorable working of the law of diminishing disciples.,2
right and it could end at anytime,1
like credit cards  oh no never thought of it that way either he's you know he's addicted to it at times,1
well she shot him and she went to prison she you know she killed him but she lost her baby and then they sent her to jail so that's not right,0
"That we'll need to work on, said Jon.",0
i guess they wouldn't be called dialects but they're pretty close sometimes,2
Avoid putting your mettle to the peddle on the city's busier streets; bike paths are few and courteous drivers even fewer.,2
The SUM06 is the sum of the ozone concentrations for every hour that exceeds 0.06 parts per million (ppm) within a 12-hour period from 8 am to 8 pm in the months of May to September.,2
"In general, look for good prices at hypermarkets outside the major towns.",2
"So if the unconceived have rights, we should massively subsidize population growth; and if they don't have rights, we should feel free to destroy Earth.",0
"HKTA also has trail maps and sponsors the Guided Nature Walks, led by rangers, that include hikes in all the different regions of Hong Kong.",1
"About four, I should say, sir.",0
It's even mildly rich and becoming richer in mineral salts.,2
"Essays on pop culture, literature, tennis, and Middle America from the author of the epic and epically hyped Infinite Jest (1996).",0
"Republicans in Congress, by contrast, generally favored constructive engagement with China, while liberal and protectionist Democrats usually opposed it.",0
The National Guard is called out to do whatever it does (guard?),0
i think we should have because because we're going if we don't do it now we're going to have to do it shortly,1
"Daringly mixing erotic fantasies and apocalyptic nightmares, it portrays the terrors and superstitions of the medieval peasant mind.",2
"The funny thing about the Sumitomo affair is that if you ignore the exotic trimmings--the Japanese names, the Chinese connection--it's a story right out of the robber-baron era, the days of Jay Gould and Jim Fisk.",2
It was refurbished and the whole palace greatly extended in the following years.,2
yeah auto repair tends to be a a topic that a lot of people don't uh don't like i guess because it's usually expensive and uh people end up not pleased with the job sometimes or not pleased with what they had to pay for it so uh i guess it's kind of a sour grapes type topic i just recently had um,1
i uh last weekend went home to visit my parents my dad's in the hospital and uh,2
"Begun in 1060, the Duomo San Martino, has a Pisan-style three-storied facade with a Descent from the Crosecarved by Nicola Pisano over the north door.",1
yeah yeah i'm i'm thinking myself,2
"The Hong Kong Tourist Association runs a  Come Horseracing Tour,  which includes entry to the Hong Kong Jockey Club visitors' box and members' enclosure, and a buffet-style meal.",1
"Inevitably, come now the Webby Awards, given by something we are asked to believe is the International Academy of Digital Arts and Sciences . For a medium that prides itself on its insurgent spirit, this is a comically egregious exercise in faux-establishmentarianism.",2
"USA Today 's modular layout and bold type anticipated the typical multidimensional Web page, almost inviting the finger to point and click, to follow Christine Royal through the process of her cosmetic surgery, to jump to the daily profiles of Olympic athletes, to explore the depths of the Bosnia power struggle.",1
prices plus i was going through that TI fleet discount program,0
"He had to improvise, but he got through a rough version of it, until he came to the end: ""I who created you name you--"" What the deuce did he name it?",0
"Look for silver filigree earrings and brooches, often in the form of flowers or butterflies.",1
